Poste Description,Niveau Étude
" Dans le cadre de notre développement, nous recrutons pour notre partenaire Chubb Fire & Security un(e)Chargé(e) de clientèle. Chubb Fire & Security est une entreprise d’APi Group et l'un des principaux fournisseurs de solutions et de services de sécurité incendie et de sécurité électronique pour des clients du monde entier. Chubb protège les personnes et les biens depuis plus de 200 ans. Aujourd'hui, ses 13 000 collaborateurs répartis dans plus de 200 agences et dans 17 pays travaillent à rendre le monde plus sûr, à protéger les personnes et à assurer la tranquillité d'esprit des clients. En tant que Chargé(e) de clientèle, vous aurez l'opportunité de faire partie d'un environnement international, en constante évolution et de faire partie d'une équipe professionnelle et ouverte d'esprit. Vous aurez également la possibilité de développer vos compétences grâce à la richesse de nos programmes de formation. Missions principales : • La réception des appels téléphoniques clients et collaborateurs de l’entreprise (marché français) B2B et B2C; • L'analyse fine et ciblée des besoins du client; • L’orientation des appels vers le bon interlocuteur à l’aide d’outils internes; • L’envoi de mails pour la prise de message; • L’envoi de documents demandés.",Bac+2
" Profil Recherché Titulaire d'un Bac+5 en controle de gestion, en comptabilité ou finance. Une expérience préalable dans un role administratif ou de support est obligatoire. Capacité à gérer les taches administratives de maniére organisée et efficace. Sens aigu de la confidentialité et de la décision. Esprit d'équipe et capacité à coopérer avec différentes parties concernées.",Bac+2
" Affecté à la Direction Ressources Humaines, au service formation votre rôle est d'assurer le bon déroulement des cycles internes tant sur le plan qualitatif que quantitatif depuis la planification jusqu’à l’évaluation des formations. Pour cela vos domaines de résultats sont : Recueillir, analyser et valoriser les besoins en formation par cycle. Concevoir les supports de formation (modules, guides..) Editer les documents nécessaires à l’enregistrement de la formation et s’assurer qu’ils soient bien renseignés Recenser les formateurs internes potentiels et animer le comité de leur validation Suivre et analyser les résultats des évaluations à chaud Concevoir et mettre en place des outils permettant l’évaluation de la qualité et de l’efficacité de la formation (quizz, questionnaires, …) Renseigner le tableau de bord et suivre les indicateurs",Bac+5
" Nous sommes à la recherche des agents back office expérimenté(e)s qui maitrisent parfaitement la langue française et anglaise Horaires fixes avec des weekend off : Salaire net + Primes attractives sous un Contrat (CDI) Les personnes intéressées, Nous sommes basé au Centre ville de Casablanca",Bac+2
" Foundever recrute pour son site basé à Yaacoub EL Mansour des conseillers commerciaux en émission d’appels en charge de : • Développer le portefeuille clients, • Commercialiser et promouvoir des produits, • Détecter les besoins des clients, les conseiller et proposer des solutions adaptées à leurs besoins, tout en respectant une charte fixée par la direction, • Veiller à atteindre les objectifs qualitatifs et quantitatifs fixés par la direction.",Bac+1
" Missions principales : Travail quotidien sur nos plateformes web et internes pour proposer nos services. Négociation des prix et des conditions de services avec les clients. Tâches opérationnelles : Suivi des commandes reçues. Révision et correction des conditions contractuelles. Communication avec les différents départements internes (Customer service, service facturation et suivi des paiements) pour assurer une excellente exécution des services vendus.",Bac+3
" Solliciter activement les transporteurs pour le transport routier international ; créer une base de données de sous-traitants ; mener des négociations avec les entreprises de transport ; établir et maintenir des relations à long terme ; planifier, organiser et superviser les commandes entrantes ; optimiser les processus opérationnels ; organiser des campagnes de publicité et de vente ; préparer des rapports ; collaborer avec les autres départements de l'entreprise.",Bac+3
 Ensure the industrialization of technical changes in terms of documentation and specification Define the investment requirement and validate the need for P3 equipment and P3 capacity Coordinate production preparation for new project (start-up of new projects and new model years) with 4M readiness. BOM management Participate and lead change management meetings Monitor and controls the status of the changes Ensure proper communication & reporting internal (Yazaki) and external (Customer) Drive the team to be in compliance with internal and customer requirements. Lead-resolve and escalate issues in-time Spare Part and After Sales management,Bac+5
" Nous recrutons un (e ) infographiste ayant une expérience de 3 à 5 ans d’expérience avec une bonne maitrise des logiciels Photoshop et Illustrator. Vous travaillerez sur des visuels d’étiquettes ou d’emballage de marques multinationales (étiquettes, cartons, emballage souple…) en se conformant à des chartes graphiques et des visuels sources pour adapter ces visuels à des exigences techniques ou marketing (changement de dimensions, adaptation locale à chaque pays de commercialisation…).",Bac+2
" As a Bilingual Advisor, you will be responsible for : Analyze customer needs, propose new products, develop effective sales pitches). Excellent interpersonal skills and the ability to listen to customers and respond appropriately to their needs; Be able to develop the right arguments to convince prospects. Manage your customer portfolio (canvassing, prospecting, monitoring, benchmarking, etc.). Follow up on sales and ensure that they run smoothly; Apply defined processes and master the use of tools. Contribute to the smooth running of the department. Ensure qualitative and quantitative targets are met.",Bac+1
